gene	spp	sumOfgenes
EOG8DV81B	76	154
EOG8DV81C	75	141
EOG8DV81F	4	5
EOG8DV81G	30	32
EOG8DV81H	49	55
EOG8DV81J	5	9
EOG8DV81K	7	8
EOG8DV81M	5	5
EOG8DV81N	3	4
EOG8DV81P	73	210
EOG8DV81Q	13	13
EOG8DV81R	22	25
EOG8DV81S	49	1532
EOG8DV81T	17	20
EOG8DV81V	3	3
EOG8DV81W	5	5
EOG8DV81X	3	4
EOG8DV81Z	38	39
EOG8DV820	74	96
EOG8DV821	71	75
EOG8DV822	32	58
EOG8DV823	3	3
EOG8DV824	19	20
EOG8DV825	8	22
EOG8DV826	3	3
EOG8DV827	73	94
EOG8DV828	3	3
EOG8DV829	69	73
EOG8DV82B	50	51
EOG8DV82C	8	15
EOG8DV82D	10	16
EOG8DV82F	22	22
EOG8DV82G	3	3
EOG8DV82H	3	3
EOG8DV82J	29	35
EOG8DV82K	14	31
EOG8DV82M	18	29
EOG8DV82N	5	5
EOG8DV82Q	58	123
EOG8DV82R	17	27
EOG8DV82S	8	9
EOG8DV82T	4	4
EOG8DV82V	11	13
EOG8DV82W	76	516
EOG8DV82X	73	99
EOG8DV82Z	2	2
EOG8DV830	2	2
EOG8DV831	63	74
EOG8DV832	12	12
EOG8DV833	2	2
EOG8DV834	70	87
EOG8DV835	7	7
EOG8DV836	72	75
EOG8DV837	6	7
EOG8DV838	44	46
EOG8DV839	4	4
EOG8DV83B	4	4
EOG8DV83C	3	3
EOG8DV83D	26	28
EOG8DV83G	3	3
EOG8DV83H	5	5
EOG8DV83K	5	5
EOG8DV83M	2	2
EOG8DV83N	7	9
EOG8DV83P	6	6
EOG8DV83Q	9	9
EOG8DV83R	14	14
EOG8DV83S	5	5
EOG8DV83T	7	8
EOG8DV83W	11	11
EOG8DV83X	3	3
EOG8DV83Z	2	2
EOG8DV840	4	4
EOG8DV841	8	9
EOG8DV842	6	6
EOG8DV843	2	2
EOG8DV844	7	7
EOG8DV845	4	4
EOG8DV846	2	3
EOG8DV847	5	5
EOG8DV848	23	24
EOG8DV84B	8	9
EOG8DV84D	5	7
EOG8DV84G	5	5
EOG8DV84H	5	5
EOG8DV84J	2	2
EOG8DV84M	4	4
EOG8DV84N	2	2
EOG8DV84P	3	3
EOG8DV84Q	3	3
EOG8DV84R	3	7
EOG8DV84S	2	2
EOG8DV84T	2	2
EOG8DV84V	2	2
EOG8DV84W	2	2
EOG8DV84X	2	2
EOG8DV850	2	2
EOG8DV852	2	2
EOG8DV853	4	4
EOG8DV854	1	2
EOG8DV856	3	3
EOG8DV857	2	2
EOG8DV859	2	2
EOG8DV85C	2	2
EOG8DV85D	2	2
EOG8DV85G	3	3
EOG8DV85J	2	2
EOG8DV85K	2	2
EOG8DV85M	6	6
EOG8DV85N	2	2
EOG8DV85P	8	12
EOG8DV85Q	2	2
EOG8DV85S	2	2
EOG8DV85T	3	3
EOG8DV85X	3	3
EOG8DV85Z	2	2
EOG8DV861	4	4
EOG8DV863	1	2
EOG8DV864	2	2
EOG8DV865	5	6
EOG8DV866	5	8
EOG8DV867	3	3
EOG8DV868	3	3
EOG8DV869	6	12
EOG8DV86B	5	6
EOG8DZ47Z	73	83
EOG8DZ480	5	9
EOG8DZ481	75	101
EOG8DZ482	4	5
EOG8DZ483	4	4
EOG8DZ484	66	74
EOG8DZ485	11	11
EOG8DZ486	62	64
EOG8DZ487	69	81
EOG8DZ488	13	20
EOG8DZ489	74	164
EOG8DZ48B	55	77
EOG8DZ48C	54	63
EOG8DZ48D	73	103
EOG8DZ48F	22	23
EOG8DZ48G	3	3
EOG8DZ48H	6	6
EOG8DZ48J	2	2
EOG8DZ48K	50	50
EOG8DZ48M	5	10
EOG8DZ48N	70	78
EOG8DZ48P	70	86
EOG8DZ48Q	75	78
EOG8DZ48R	69	89
EOG8DZ48S	4	4
EOG8DZ48T	73	84
EOG8DZ48V	57	182
EOG8DZ48W	72	97
EOG8DZ48X	11	20
EOG8DZ48Z	76	369
EOG8DZ491	74	89
EOG8DZ492	4	4
EOG8DZ493	13	15
EOG8DZ495	14	15
EOG8DZ496	5	5
EOG8DZ497	6	7
EOG8DZ498	56	60
EOG8DZ499	2	2
EOG8DZ49B	76	103
EOG8DZ49C	11	38
EOG8DZ49D	29	30
EOG8DZ49F	72	80
EOG8DZ49G	30	31
EOG8DZ49H	4	8
EOG8DZ49J	4	4
EOG8DZ49K	64	86
EOG8DZ49M	6	6
EOG8DZ49N	49	50
EOG8DZ49Q	3	3
EOG8DZ49R	4	4
EOG8DZ49S	7	7
EOG8DZ49T	5	5
EOG8DZ49V	75	77
EOG8DZ49W	8	8
EOG8DZ49X	49	54
EOG8DZ49Z	25	78
EOG8DZ4B0	5	5
EOG8DZ4B1	7	7
EOG8DZ4B2	70	82
EOG8DZ4B3	3	3
EOG8DZ4B4	68	71
EOG8DZ4B5	9	19
EOG8DZ4B6	32	37
EOG8DZ4B7	12	13
EOG8DZ4B8	71	78
EOG8DZ4B9	5	5
EOG8DZ4BB	16	25
EOG8DZ4BC	5	7
EOG8DZ4BD	13	18
EOG8DZ4BF	10	10
EOG8DZ4BG	4	6
EOG8DZ4BH	7	7
EOG8DZ4BJ	2	2
EOG8DZ4BK	61	69
EOG8DZ4BM	25	25
EOG8DZ4BN	6	6
EOG8DZ4BP	3	4
EOG8DZ4BQ	4	4
EOG8DZ4BR	2	2
EOG8DZ4BT	54	63
EOG8DZ4BV	3	3
EOG8DZ4BW	7	7
EOG8DZ4BZ	8	9
EOG8DZ4C1	6	6
EOG8DZ4C2	4	4
EOG8DZ4C3	3	3
EOG8DZ4C4	2	2
EOG8DZ4C6	10	15
EOG8DZ4C7	4	4
EOG8DZ4C8	4	4
EOG8DZ4C9	4	7
EOG8DZ4CB	3	3
EOG8DZ4CC	4	4
EOG8DZ4CD	3	3
EOG8DZ4CF	15	15
EOG8DZ4CG	2	2
EOG8DZ4CH	3	3
EOG8DZ4CJ	2	2
EOG8DZ4CK	6	13
EOG8DZ4CM	6	6
EOG8DZ4CN	3	3
EOG8DZ4CP	2	2
EOG8DZ4CQ	3	4
EOG8DZ4CS	2	2
EOG8DZ4CV	4	5
EOG8DZ4CW	3	3
EOG8DZ4CZ	6	6
EOG8DZ4D0	2	2
EOG8DZ4D1	1	3
EOG8DZ4D3	3	3
EOG8DZ4D4	2	2
EOG8DZ4D6	2	2
EOG8DZ4D7	2	2
EOG8DZ4D8	2	2
EOG8DZ4DC	2	2
EOG8DZ4DD	2	2
EOG8DZ4DF	2	2
EOG8DZ4DG	2	2
EOG8DZ4DH	3	3
EOG8DZ4DJ	2	2
EOG8DZ4DK	2	2
EOG8DZ4DM	2	2
EOG8DZ4DN	2	2
EOG8DZ4DP	5	6
EOG8DZ4DQ	2	3
EOG8DZ4DR	2	2
EOG8DZ4DT	4	4
EOG8DZ4DV	2	2
EOG8DZ4F0	4	7
EOG8DZ4F1	2	2
EOG8DZ4F3	4	4
EOG8DZ4F5	3	6
EOG8DZ4F6	3	3
EOG8DZ4F7	5	9
EOG8DZ4F8	5	8
EOG8DZ4F9	2	2
EOG8F20GW	69	99
EOG8F20GX	5	5
EOG8F20GZ	67	74
EOG8F20H0	30	36
EOG8F20H1	75	185
EOG8F20H2	29	40
EOG8F20H3	74	133
EOG8F20H4	21	29
EOG8F20H5	2	2
EOG8F20H6	60	71
EOG8F20H7	7	10
EOG8F20H8	32	39
EOG8F20H9	9	11
EOG8F20HB	9	9
EOG8F20HC	52	61
EOG8F20HD	7	8
EOG8F20HF	69	108
EOG8F20HG	73	96
EOG8F20HH	73	90
EOG8F20HJ	60	398
EOG8F20HK	2	3
EOG8F20HM	4	4
EOG8F20HN	3	3
EOG8F20HP	4	4
EOG8F20HQ	61	87
EOG8F20HR	7	7
EOG8F20HS	6	7
EOG8F20HT	53	65
EOG8F20HV	7	8
EOG8F20HW	75	182
EOG8F20HX	50	64
EOG8F20HZ	5	5
EOG8F20J0	74	93
EOG8F20J1	12	14
EOG8F20J2	10	10
EOG8F20J3	2	2
EOG8F20J4	7	9
EOG8F20J5	3	3
EOG8F20J6	59	60
EOG8F20J7	4	22
EOG8F20J8	73	77
EOG8F20J9	4	4
EOG8F20JB	50	57
EOG8F20JC	75	77
EOG8F20JD	16	29
EOG8F20JF	71	83
EOG8F20JH	5	6
EOG8F20JJ	3	3
EOG8F20JK	5	6
EOG8F20JM	9	9
EOG8F20JN	4	4
EOG8F20JR	7	7
EOG8F20JS	42	44
EOG8F20JT	4	4
EOG8F20JW	39	51
EOG8F20JX	70	73
EOG8F20JZ	59	68
EOG8F20K1	50	55
EOG8F20K2	3	3
EOG8F20K3	4	4
EOG8F20K4	29	37
EOG8F20K5	68	73
EOG8F20K8	3	3
EOG8F20K9	3	3
EOG8F20KB	17	17
EOG8F20KC	14	16
EOG8F20KD	3	3
EOG8F20KF	3	3
EOG8F20KG	6	14
EOG8F20KH	50	66
EOG8F20KJ	8	9
EOG8F20KK	4	4
EOG8F20KM	5	6
EOG8F20KN	3	3
EOG8F20KP	2	2
EOG8F20KQ	6	6
EOG8F20KR	6	6
EOG8F20KS	8	8
EOG8F20KT	11	33
EOG8F20KV	27	27
EOG8F20KW	9	10
EOG8F20KX	3	3
EOG8F20M0	4	4
EOG8F20M1	4	5
EOG8F20M2	3	3
EOG8F20M3	5	7
EOG8F20M4	3	4
EOG8F20M5	17	18
EOG8F20M7	3	3
EOG8F20M8	4	4
EOG8F20M9	7	7
EOG8F20MB	6	15
EOG8F20MC	5	5
EOG8F20MD	8	16
EOG8F20MF	6	6
EOG8F20MG	5	5
EOG8F20MH	7	10
EOG8F20MJ	4	5
EOG8F20MK	4	6
EOG8F20MM	2	2
EOG8F20MN	2	2
EOG8F20MP	3	3
EOG8F20MQ	4	4
EOG8F20MR	2	2
EOG8F20MT	2	2
EOG8F20MX	4	4
EOG8F20MZ	3	3
EOG8F20N0	2	2
EOG8F20N1	2	2
EOG8F20N2	2	2
EOG8F20N3	3	3
EOG8F20N4	3	3
EOG8F20N6	5	7
EOG8F20N7	9	18
EOG8F20N8	2	3
EOG8F20N9	2	2
EOG8F20NC	1	2
EOG8F20NF	2	2
EOG8F20NG	3	5
EOG8F20NH	2	2
EOG8F20NJ	2	3
EOG8F20NK	2	2
EOG8F20NM	2	7
EOG8F20NN	2	2
EOG8F20NP	3	3
EOG8F20NQ	2	2
EOG8F20NR	6	14
EOG8F20NT	3	3
EOG8F20NV	2	2
EOG8F20NW	3	10
EOG8F20NZ	4	4
EOG8F20P1	3	3
EOG8F20P2	2	2
EOG8F20P3	3	3
EOG8F20P4	2	2
EOG8F20P5	3	3
EOG8F20P6	5	10
EOG8F20P7	2	2
EOG8F4VQV	74	128
EOG8F4VQW	3	4
EOG8F4VQX	76	89
EOG8F4VQZ	76	102
EOG8F4VR0	72	82
EOG8F4VR2	14	26
EOG8F4VR3	45	84
EOG8F4VR4	8	8
EOG8F4VR5	60	87
EOG8F4VR6	75	85
EOG8F4VR7	23	30
EOG8F4VR8	32	36
EOG8F4VR9	5	6
EOG8F4VRB	35	133
EOG8F4VRC	61	96
EOG8F4VRD	5	5
EOG8F4VRF	3	3
EOG8F4VRG	4	14
EOG8F4VRH	73	97
EOG8F4VRJ	20	25
EOG8F4VRK	76	96
EOG8F4VRM	75	84
EOG8F4VRN	7	7
EOG8F4VRP	4	4
EOG8F4VRQ	67	78
EOG8F4VRR	16	17
EOG8F4VRS	1	2
EOG8F4VRT	38	44
EOG8F4VRW	40	46
EOG8F4VRX	5	5
EOG8F4VRZ	72	81
EOG8F4VS0	3	3
EOG8F4VS1	7	7
EOG8F4VS2	74	98
EOG8F4VS3	8	8
EOG8F4VS4	5	5
EOG8F4VS5	40	103
EOG8F4VS6	5	5
EOG8F4VS7	22	33
EOG8F4VS8	5	6
EOG8F4VS9	4	4
EOG8F4VSB	8	8
EOG8F4VSC	7	8
EOG8F4VSG	70	521
EOG8F4VSH	57	65
EOG8F4VSJ	6	6
EOG8F4VSK	3	3
EOG8F4VSM	61	66
EOG8F4VSP	17	18
EOG8F4VSQ	35	40
EOG8F4VSR	4	5
EOG8F4VSS	4	4
EOG8F4VST	8	8
EOG8F4VSV	6	6
EOG8F4VSW	76	635
EOG8F4VSX	6	6
EOG8F4VSZ	68	76
EOG8F4VT0	49	87
EOG8F4VT2	5	5
EOG8F4VT3	51	54
EOG8F4VT4	4	4
EOG8F4VT5	3	3
EOG8F4VT6	3	4
EOG8F4VT7	30	41
EOG8F4VT8	18	22
EOG8F4VTB	17	18
EOG8F4VTC	4	4
EOG8F4VTF	3	3
EOG8F4VTG	7	7
EOG8F4VTH	7	8
EOG8F4VTJ	11	19
EOG8F4VTK	3	3
EOG8F4VTM	4	4
EOG8F4VTN	5	5
EOG8F4VTP	8	8
EOG8F4VTQ	16	23
EOG8F4VTS	35	35
EOG8F4VTT	6	15
EOG8F4VTV	33	44
EOG8F4VTW	5	5
EOG8F4VTX	3	3
EOG8F4VTZ	4	4
EOG8F4VV0	3	3
EOG8F4VV1	6	6
EOG8F4VV2	26	62
EOG8F4VV3	4	4
EOG8F4VV4	7	8
EOG8F4VV5	4	4
EOG8F4VV7	4	4
EOG8F4VV8	52	86
EOG8F4VV9	4	4
EOG8F4VVB	13	13
EOG8F4VVC	10	10
EOG8F4VVD	10	13
EOG8F4VVF	5	5
EOG8F4VVG	2	2
EOG8F4VVH	2	3
EOG8F4VVJ	6	28
EOG8F4VVK	4	10
EOG8F4VVM	2	2
EOG8F4VVN	6	6
EOG8F4VVP	2	2
EOG8F4VVR	2	2
EOG8F4VVT	2	2
EOG8F4VVV	2	2
EOG8F4VVX	2	2
EOG8F4VVZ	2	2
EOG8F4VW0	2	2
EOG8F4VW1	2	2
EOG8F4VW2	8	13
EOG8F4VW3	2	2
EOG8F4VW4	2	2
EOG8F4VWB	5	5
EOG8F4VWC	2	2
EOG8F4VWD	5	8
EOG8F4VWG	2	2
EOG8F4VWM	3	3
EOG8F4VWN	3	3
EOG8F4VWQ	4	5
EOG8F4VWR	4	5
EOG8F4VWS	2	2
EOG8F4VWT	2	2
EOG8F4VWV	2	2
EOG8F4VWW	3	3
EOG8F4VWZ	2	2
EOG8F4VX0	4	5
EOG8F4VX1	2	2
EOG8F4VX2	7	21
EOG8F4VX3	2	2
EOG8F4VX4	3	4
EOG8F7QZQ	75	94
EOG8F7QZR	75	82
EOG8F7QZS	66	85
EOG8F7QZT	2	2
EOG8F7QZV	9	10
EOG8F7QZW	63	64
EOG8F7QZX	8	22
EOG8F7QZZ	3	3
EOG8F7R00	60	68
EOG8F7R01	65	69
EOG8F7R02	74	86
EOG8F7R03	75	100
EOG8F7R04	72	88
EOG8F7R05	2	2
EOG8F7R06	74	78
EOG8F7R07	76	105
EOG8F7R08	5	5
EOG8F7R09	67	120
EOG8F7R0B	8	9
EOG8F7R0C	73	80
EOG8F7R0D	46	50
EOG8F7R0F	4	4
EOG8F7R0G	48	52
EOG8F7R0H	74	95
EOG8F7R0J	7	7
EOG8F7R0M	2	2
EOG8F7R0N	12	12
EOG8F7R0P	4	4
EOG8F7R0Q	31	33
EOG8F7R0R	20	21
EOG8F7R0S	4	4
EOG8F7R0T	33	42
EOG8F7R0V	69	86
EOG8F7R0W	33	36
EOG8F7R0X	44	56
EOG8F7R0Z	64	76
EOG8F7R10	4	5
EOG8F7R11	66	210
EOG8F7R12	27	53
EOG8F7R13	13	13
EOG8F7R15	54	61
EOG8F7R16	24	47
EOG8F7R17	3	3
EOG8F7R18	6	7
EOG8F7R19	12	15
EOG8F7R1B	27	29
EOG8F7R1C	2	2
EOG8F7R1D	41	41
EOG8F7R1F	9	10
EOG8F7R1G	3	3
EOG8F7R1H	12	12
EOG8F7R1J	9	9
EOG8F7R1K	2	2
EOG8F7R1M	7	7
EOG8F7R1N	10	10
EOG8F7R1P	4	4
EOG8F7R1Q	2	3
EOG8F7R1R	73	99
EOG8F7R1T	2	2
EOG8F7R1V	4	4
EOG8F7R1W	11	22
EOG8F7R1X	72	101
EOG8F7R1Z	9	10
EOG8F7R20	20	62
EOG8F7R21	5	6
EOG8F7R22	63	67
EOG8F7R23	74	77
EOG8F7R24	2	2
EOG8F7R25	8	9
EOG8F7R26	25	31
EOG8F7R27	3	3
EOG8F7R28	10	17
EOG8F7R29	9	9
EOG8F7R2B	27	86
EOG8F7R2D	7	7
EOG8F7R2F	6	7
EOG8F7R2G	14	15
EOG8F7R2H	5	9
EOG8F7R2J	6	8
EOG8F7R2K	3	4
EOG8F7R2M	4	4
EOG8F7R2N	72	83
EOG8F7R2Q	5	5
EOG8F7R2R	7	8
EOG8F7R2S	5	6
EOG8F7R2T	4	4
EOG8F7R2V	2	2
EOG8F7R2W	2	2
EOG8F7R2X	3	3
EOG8F7R2Z	4	4
EOG8F7R30	6	6
EOG8F7R31	4	4
EOG8F7R32	3	3
EOG8F7R33	2	2
EOG8F7R34	9	9
EOG8F7R35	15	27
EOG8F7R37	4	4
EOG8F7R38	2	2
EOG8F7R39	4	4
EOG8F7R3B	8	17
EOG8F7R3C	5	5
EOG8F7R3D	5	5
EOG8F7R3G	3	3
EOG8F7R3H	2	3
EOG8F7R3J	2	2
EOG8F7R3K	2	2
EOG8F7R3M	3	4
EOG8F7R3N	2	3
EOG8F7R3P	2	2
EOG8F7R3R	2	2
EOG8F7R3S	2	3
EOG8F7R3V	4	7
EOG8F7R3W	2	2
EOG8F7R3Z	1	2
EOG8F7R40	2	2
EOG8F7R41	2	2
EOG8F7R43	4	4
EOG8F7R44	2	2
EOG8F7R45	3	19
EOG8F7R46	2	2
EOG8F7R47	2	2
EOG8F7R49	2	2
EOG8F7R4C	2	2
EOG8F7R4D	2	2
EOG8F7R4F	5	5
EOG8F7R4G	2	2
EOG8F7R4H	2	2
EOG8F7R4K	2	2
EOG8F7R4M	2	2
EOG8F7R4N	2	2
EOG8F7R4Q	2	2
EOG8F7R4R	3	3
EOG8F7R4S	2	2
EOG8F7R4T	2	2
EOG8F7R4V	3	3
EOG8F7R4X	2	3
EOG8F7R4Z	2	2
EOG8F7R50	2	3
EOG8F7R51	2	3
EOG8F7R52	2	2
EOG8FBM6P	35	47
EOG8FBM6Q	7	11
EOG8FBM6R	16	16
EOG8FBM6S	25	36
EOG8FBM6T	3	3
EOG8FBM6V	64	119
EOG8FBM6W	6	6
EOG8FBM6X	2	2
EOG8FBM6Z	40	42
EOG8FBM70	6	19
EOG8FBM71	18	20
EOG8FBM72	65	99
EOG8FBM73	72	78
EOG8FBM74	5	5
EOG8FBM75	6	7
EOG8FBM76	51	59
EOG8FBM77	3	3
EOG8FBM78	5	15
EOG8FBM79	74	78
EOG8FBM7B	11	11
EOG8FBM7C	62	66
EOG8FBM7D	4	4
EOG8FBM7F	9	9
EOG8FBM7G	6	6
EOG8FBM7H	6	17
EOG8FBM7J	5	5
EOG8FBM7K	6	6
EOG8FBM7M	74	105
EOG8FBM7N	3	3
EOG8FBM7P	14	21
EOG8FBM7Q	2	10
EOG8FBM7R	8	10
EOG8FBM7S	60	64
EOG8FBM7V	72	80
EOG8FBM7W	5	5
EOG8FBM7X	13	19
EOG8FBM7Z	74	127
EOG8FBM81	38	38
EOG8FBM82	9	13
EOG8FBM83	51	63
EOG8FBM84	3	3
EOG8FBM85	19	19
EOG8FBM86	28	28
EOG8FBM88	71	75
EOG8FBM89	8	8
EOG8FBM8B	4	4
EOG8FBM8C	4	4
EOG8FBM8D	45	66
EOG8FBM8F	18	18
EOG8FBM8G	73	142
EOG8FBM8H	4	4
EOG8FBM8J	4	4
EOG8FBM8K	5	5
EOG8FBM8M	10	10
EOG8FBM8N	6	10
EOG8FBM8P	7	7
EOG8FBM8Q	3	3
EOG8FBM8R	3	3
EOG8FBM8T	5	5
EOG8FBM8V	11	13
EOG8FBM8W	5	5
EOG8FBM8X	10	10
EOG8FBM8Z	74	155
EOG8FBM90	2	2
EOG8FBM92	46	61
EOG8FBM93	43	77
EOG8FBM94	63	110
EOG8FBM95	57	62
EOG8FBM96	2	2
EOG8FBM97	66	71
EOG8FBM98	9	9
EOG8FBM99	10	19
EOG8FBM9B	4	4
EOG8FBM9C	4	4
EOG8FBM9D	3	3
EOG8FBM9F	6	7
EOG8FBM9G	10	10
EOG8FBM9H	3	4
EOG8FBM9J	4	4
EOG8FBM9N	6	6
EOG8FBM9P	6	6
EOG8FBM9Q	7	8
EOG8FBM9R	4	4
EOG8FBM9T	2	3
EOG8FBM9W	69	70
EOG8FBM9X	11	16
EOG8FBM9Z	8	8
EOG8FBMB0	3	3
EOG8FBMB1	41	49
EOG8FBMB3	14	18
EOG8FBMB4	4	8
EOG8FBMB5	9	17
EOG8FBMB6	4	5
EOG8FBMB7	9	23
EOG8FBMB8	2	2
EOG8FBMBB	3	3
EOG8FBMBD	3	6
EOG8FBMBF	3	3
EOG8FBMBG	3	3
EOG8FBMBH	2	2
EOG8FBMBK	3	6
EOG8FBMBM	3	3
EOG8FBMBN	3	3
EOG8FBMBP	2	2
EOG8FBMBQ	3	7
EOG8FBMBR	7	7
EOG8FBMBW	3	3
EOG8FBMBX	2	2
EOG8FBMBZ	3	3
EOG8FBMC4	2	2
EOG8FBMC5	2	2
EOG8FBMC6	2	2
EOG8FBMC8	3	3
EOG8FBMCB	2	2
EOG8FBMCC	2	2
EOG8FBMCD	3	3
EOG8FBMCF	3	3
EOG8FBMCG	3	3
EOG8FBMCJ	4	5
EOG8FBMCM	2	2
EOG8FBMCP	2	2
EOG8FBMCQ	3	3
EOG8FBMCR	2	2
EOG8FBMCS	2	2
EOG8FBMCV	3	4
EOG8FBMCW	2	2
EOG8FBMCZ	5	8
EOG8FBMD0	1	2
EOG8FBMD1	2	3
EOG8FFGFM	73	104
EOG8FFGFN	62	89
EOG8FFGFP	75	96
EOG8FFGFQ	75	90
EOG8FFGFR	73	82
EOG8FFGFS	2	2
EOG8FFGFT	74	91
EOG8FFGFV	15	15
EOG8FFGFW	5	5
EOG8FFGFX	16	21
EOG8FFGFZ	49	68
EOG8FFGG0	11	12
EOG8FFGG1	6	8
EOG8FFGG2	42	51
EOG8FFGG3	75	226
EOG8FFGG4	4	4
EOG8FFGG5	73	83
EOG8FFGG6	62	68
EOG8FFGG7	75	85
EOG8FFGG8	4	6
EOG8FFGG9	7	8
EOG8FFGGB	63	126
EOG8FFGGC	66	73
EOG8FFGGD	9	16
EOG8FFGGG	4	5
EOG8FFGGH	3	4
EOG8FFGGJ	6	6
EOG8FFGGK	71	77
EOG8FFGGM	73	79
EOG8FFGGN	47	48
EOG8FFGGP	9	21
EOG8FFGGQ	4	5
EOG8FFGGR	74	86
EOG8FFGGS	7	9
EOG8FFGGT	74	151
EOG8FFGGV	60	68
EOG8FFGGW	46	54
EOG8FFGGX	5	5
EOG8FFGGZ	4	5
EOG8FFGH0	70	70
EOG8FFGH1	6	6
EOG8FFGH2	69	94
EOG8FFGH3	66	73
EOG8FFGH4	4	4
EOG8FFGH5	5	5
EOG8FFGH6	56	61
EOG8FFGH7	4	12
EOG8FFGH8	6	6
EOG8FFGH9	4	4
EOG8FFGHB	76	516
EOG8FFGHC	5	6
EOG8FFGHD	73	96
EOG8FFGHF	5	5
EOG8FFGHG	49	53
EOG8FFGHH	17	17
EOG8FFGHJ	5	5
EOG8FFGHK	2	2
EOG8FFGHM	11	11
EOG8FFGHP	3	3
EOG8FFGHQ	3	4
EOG8FFGHR	5	5
EOG8FFGHS	69	78
EOG8FFGHT	5	7
EOG8FFGHV	10	12
EOG8FFGHW	3	3
EOG8FFGHX	37	38
EOG8FFGHZ	12	12
EOG8FFGJ0	6	8
EOG8FFGJ1	4	4
EOG8FFGJ2	6	11
EOG8FFGJ4	18	20
EOG8FFGJ5	7	7
EOG8FFGJ6	6	6
EOG8FFGJ7	8	15
EOG8FFGJ8	6	6
EOG8FFGJ9	8	8
EOG8FFGJD	39	49
EOG8FFGJH	3	3
EOG8FFGJN	12	12
EOG8FFGJP	13	23
EOG8FFGJQ	5	5
EOG8FFGJS	4	4
EOG8FFGJT	14	15
EOG8FFGJW	3	3
EOG8FFGJX	11	16
EOG8FFGJZ	10	11
EOG8FFGK1	5	7
EOG8FFGK2	3	3
EOG8FFGK4	4	4
EOG8FFGK5	11	11
EOG8FFGK6	3	4
EOG8FFGK7	3	3
EOG8FFGK8	3	3
EOG8FFGK9	2	2
EOG8FFGKC	3	3
EOG8FFGKF	5	47
EOG8FFGKG	4	10
EOG8FFGKH	2	2
EOG8FFGKJ	4	4
EOG8FFGKK	2	2
EOG8FFGKN	2	2
EOG8FFGKP	3	3
EOG8FFGKS	2	2
EOG8FFGKT	2	2
EOG8FFGKV	2	2
EOG8FFGKW	1	2
EOG8FFGKX	2	2
EOG8FFGM0	2	2
EOG8FFGM2	2	2
EOG8FFGM5	3	3
EOG8FFGM6	2	2
EOG8FFGM8	2	3
EOG8FFGM9	2	2
EOG8FFGMB	2	2
EOG8FFGMC	2	2
EOG8FFGMG	2	3
EOG8FFGMH	2	2
EOG8FFGMK	2	3
EOG8FFGMM	3	3
EOG8FFGMR	4	4
EOG8FFGMS	4	4
EOG8FFGMT	2	2
EOG8FFGMV	2	2
EOG8FJBPK	76	147
EOG8FJBPM	76	93
EOG8FJBPN	9	9
EOG8FJBPP	49	82
EOG8FJBPQ	13	17
EOG8FJBPR	8	10
EOG8FJBPS	22	109
EOG8FJBPT	7	11
EOG8FJBPV	38	38
EOG8FJBPW	14	14
EOG8FJBPX	4	4
EOG8FJBPZ	25	29
EOG8FJBQ0	4	4
EOG8FJBQ1	70	114
EOG8FJBQ2	75	160
EOG8FJBQ3	5	5
EOG8FJBQ4	13	16
EOG8FJBQ5	14	14
EOG8FJBQ6	5	5
EOG8FJBQ7	5	7
EOG8FJBQ8	8	9
EOG8FJBQ9	24	69
EOG8FJBQB	66	82
EOG8FJBQC	68	79
EOG8FJBQD	4	6
EOG8FJBQF	36	40
EOG8FJBQH	2	2
EOG8FJBQJ	68	95
EOG8FJBQK	6	7
EOG8FJBQM	74	82
EOG8FJBQN	8	8
EOG8FJBQQ	72	77
EOG8FJBQR	47	47
EOG8FJBQS	4	4
EOG8FJBQT	4	4
EOG8FJBQV	10	19
EOG8FJBQW	39	41
EOG8FJBQX	9	22
EOG8FJBQZ	4	5
EOG8FJBR0	25	28
EOG8FJBR1	5	6
EOG8FJBR2	3	3
EOG8FJBR3	70	78
EOG8FJBR4	2	2
EOG8FJBR5	35	403
EOG8FJBR6	47	50
EOG8FJBR7	6	6
EOG8FJBR8	68	77
EOG8FJBR9	20	25
EOG8FJBRB	73	87
EOG8FJBRC	3	3
EOG8FJBRD	75	122
EOG8FJBRF	73	834
EOG8FJBRG	5	5
EOG8FJBRH	74	96
EOG8FJBRJ	4	6
EOG8FJBRM	3	3
EOG8FJBRN	69	86
EOG8FJBRP	6	6
EOG8FJBRR	7	7
EOG8FJBRS	4	4
EOG8FJBRV	10	10
EOG8FJBRW	53	55
EOG8FJBRX	3	3
EOG8FJBRZ	9	9
EOG8FJBS0	4	4
EOG8FJBS1	16	34
EOG8FJBS2	5	5
EOG8FJBS3	63	1354
EOG8FJBS4	7	7
EOG8FJBS6	5	7
EOG8FJBS7	11	12
EOG8FJBS8	5	5
EOG8FJBSB	6	7
EOG8FJBSC	39	41
EOG8FJBSD	2	2
EOG8FJBSF	8	8
EOG8FJBSG	4	4
EOG8FJBSH	5	6
EOG8FJBSK	4	4
EOG8FJBSM	4	4
EOG8FJBSN	11	11
EOG8FJBSQ	22	23
EOG8FJBSS	3	3
EOG8FJBST	5	5
EOG8FJBSV	3	5
EOG8FJBSW	7	8
EOG8FJBSX	10	10
EOG8FJBSZ	2	2
EOG8FJBT1	3	3
EOG8FJBT2	9	9
EOG8FJBT3	12	26
